etamin	etamax	ptmin	ptmax	eff	deff_high	deff_low
-2.4	-2.1	10	13	0.801402	0.0101027	 0.0101812
-2.1	-1.6	10	13	0.777393	0.00820649	 0.00811643
-1.6	-1.2	10	13	0.753904	0.0094715	 0.00962459
-1.2	-0.8	10	13	0.695521	0.0100465	 0.0100044
-0.8	-0.3	10	13	0.677637	0.0118533	 0.0117537
-0.3	-0.2	10	13	0.635289	0.0377696	 0.0344691
-0.2	0.2	10	13	0.633824	0.0185628	 0.0192856
0.2	0.3	10	13	0.670099	0.0335808	 0.0342658
0.3	0.8	10	13	0.672488	0.0120314	 0.0120142
0.8	1.2	10	13	0.709929	0.0108862	 0.0107464
1.2	1.6	10	13	0.732734	0.008678	 0.00877762
1.6	2.1	10	13	0.792415	0.00791327	 0.00798361
2.1	2.4	10	13	0.792235	0.0101003	 0.0101273
-2.4	-2.1	13	16	0.849114	0.00814543	 0.00791834
-2.1	-1.6	13	16	0.834913	0.00618304	 0.00641593
-1.6	-1.2	13	16	0.802996	0.0072814	 0.00738008
-1.2	-0.8	13	16	0.758724	0.00756596	 0.00763509
-0.8	-0.3	13	16	0.732871	0.00789751	 0.00786625
-0.3	-0.2	13	16	0.693464	0.0181466	 0.0187405
-0.2	0.2	13	16	0.662045	0.0107305	 0.0107606
0.2	0.3	13	16	0.665751	0.0217661	 0.0219272
0.3	0.8	13	16	0.727328	0.00750251	 0.00751164
0.8	1.2	13	16	0.742657	0.00754894	 0.00759423
1.2	1.6	13	16	0.792468	0.00697543	 0.00702381
1.6	2.1	13	16	0.830917	0.00605098	 0.00605557
2.1	2.4	13	16	0.845735	0.00839887	 0.00864887
-2.4	-2.1	16	20	0.886483	0.00533215	 0.0055996
-2.1	-1.6	16	20	0.876047	0.0046806	 0.0050827
-1.6	-1.2	16	20	0.852766	0.00433306	 0.00433015
-1.2	-0.8	16	20	0.807576	0.00480542	 0.00481877
-0.8	-0.3	16	20	0.792161	0.00432406	 0.00434644
-0.3	-0.2	16	20	0.747483	0.0129231	 0.0120079
-0.2	0.2	16	20	0.751319	0.00581836	 0.00583265
0.2	0.3	16	20	0.754892	0.0115301	 0.0116099
0.3	0.8	16	20	0.795209	0.00444859	 0.00446199
0.8	1.2	16	20	0.811622	0.00494161	 0.00494318
1.2	1.6	16	20	0.848964	0.00459033	 0.00465797
1.6	2.1	16	20	0.87029	0.00388682	 0.0038931
2.1	2.4	16	20	0.873668	0.00480368	 0.00478233
-2.4	-2.1	20	25	0.921413	0.00292968	 0.00296013
-2.1	-1.6	20	25	0.910108	0.00225447	 0.00225539
-1.6	-1.2	20	25	0.891569	0.00272107	 0.00273084
-1.2	-0.8	20	25	0.863108	0.0028634	 0.00287984
-0.8	-0.3	20	25	0.856443	0.00244297	 0.00245441
-0.3	-0.2	20	25	0.842157	0.00565144	 0.00570653
-0.2	0.2	20	25	0.835316	0.00274693	 0.00275049
0.2	0.3	20	25	0.851316	0.00579034	 0.00583091
0.3	0.8	20	25	0.849924	0.00243915	 0.00245092
0.8	1.2	20	25	0.864532	0.00281667	 0.00285485
1.2	1.6	20	25	0.889852	0.00273762	 0.00275465
1.6	2.1	20	25	0.910857	0.00222275	 0.00223976
2.1	2.4	20	25	0.912753	0.00303879	 0.00305176
-2.4	-2.1	25	30	0.947276	0.00199743	 0.00200604
-2.1	-1.6	25	30	0.937427	0.00155865	 0.00156536
-1.6	-1.2	25	30	0.920798	0.00189898	 0.00191355
