etamin	etamax	ptmin	ptmax	eff	deff_high	deff_low
-2.4	-2.1	10	13	0.727885	0.0172306	 0.015455
-2.1	-1.6	10	13	0.743268	0.0106882	 0.0107321
-1.6	-1.2	10	13	0.723975	0.0123583	 0.0125554
-1.2	-0.8	10	13	0.686269	0.0144994	 0.0146498
-0.8	-0.3	10	13	0.618837	0.0166706	 0.0168263
-0.3	-0.2	10	13	0.559885	0.044228	 0.0354842
-0.2	0.2	10	13	0.568519	0.0219049	 0.0220514
0.2	0.3	10	13	0.620697	0.0514436	 0.0487482
0.3	0.8	10	13	0.635141	0.0161386	 0.0162491
0.8	1.2	10	13	0.706267	0.0140169	 0.0140939
1.2	1.6	10	13	0.729254	0.0146991	 0.0126522
1.6	2.1	10	13	0.751983	0.0104542	 0.0105762
2.1	2.4	10	13	0.729979	0.01286	 0.0128729
-2.4	-2.1	13	16	0.818749	0.0108032	 0.0110112
-2.1	-1.6	13	16	0.817981	0.00769035	 0.00784077
-1.6	-1.2	13	16	0.781508	0.00902102	 0.0090608
-1.2	-0.8	13	16	0.732182	0.00992408	 0.00998716
-0.8	-0.3	13	16	0.695717	0.0105087	 0.0105949
-0.3	-0.2	13	16	0.672019	0.0308588	 0.0311121
-0.2	0.2	13	16	0.67925	0.0140947	 0.0142578
0.2	0.3	13	16	0.634002	0.0322165	 0.0282307
0.3	0.8	13	16	0.700039	0.0101736	 0.0102492
0.8	1.2	13	16	0.722434	0.0100217	 0.0101113
1.2	1.6	13	16	0.765405	0.00913867	 0.00924742
1.6	2.1	13	16	0.817642	0.00772291	 0.00782148
2.1	2.4	13	16	0.811789	0.0109605	 0.0115208
-2.4	-2.1	16	20	0.851708	0.00716533	 0.00749037
-2.1	-1.6	16	20	0.85713	0.00468488	 0.00474847
-1.6	-1.2	16	20	0.822399	0.00562612	 0.00570508
-1.2	-0.8	16	20	0.799713	0.00604586	 0.00616028
-0.8	-0.3	16	20	0.749419	0.00601405	 0.00604958
-0.3	-0.2	16	20	0.741531	0.0160358	 0.0162801
-0.2	0.2	16	20	0.703816	0.00813109	 0.00834699
0.2	0.3	16	20	0.7172	0.0012102	 0.0012102
0.3	0.8	16	20	0.758672	0.0060707	 0.0062048
0.8	1.2	16	20	0.783504	0.00621452	 0.00631705
1.2	1.6	16	20	0.823873	0.00549845	 0.00556053
1.6	2.1	16	20	0.84844	0.00495253	 0.00499945
2.1	2.4	16	20	0.839168	0.00699553	 0.00712523
-2.4	-2.1	20	25	0.899108	0.00404557	 0.00411164
-2.1	-1.6	20	25	0.901468	0.00279206	 0.0028291
-1.6	-1.2	20	25	0.881219	0.00322246	 0.00324662
-1.2	-0.8	20	25	0.840808	0.00363742	 0.00368796
-0.8	-0.3	20	25	0.823101	0.00333016	 0.00336705
-0.3	-0.2	20	25	0.793436	0.00787065	 0.00765714
-0.2	0.2	20	25	0.804384	0.00403313	 0.00411989
